Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/42033818427?e=12|*|||,Releasing Rocky the eagle back into the wild,N/A,The Kid Should See This,English  2013-02-01
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/43088557576?e=13|*|||,BBC’s Nature’s Microworlds: a preview of The Deep Sea,N/A,The Kid Should See This,English  2013-02-14
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/44145265324?e=14|*|||,Amazing Jellies,N/A,The Kid Should See This,English  2013-02-27
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/44228618985?e=15|*|||,A laughing contest for chickens,"Hello, roosters that laugh! These birds were filmed in July, 2011 at a laughing contest in Jakarta, Indonesia, where their talents have made them super popular. via The Awesomer.",The Kid Should See This,English  2013-02-28
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/44540910226?e=16|*|||,Monarch Butterflies – Wonders of Life with Professor Brian Cox,N/A,The Kid Should See This,English  2013-03-04
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/44860275778?e=17|*|||,Microcosmos: Le peuple de l’herbe,N/A,The Kid Should See This,English  2013-03-08
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/45417473021?e=18|*|||,The Best Bloopers from Penguins – Spy in the Huddle,N/A,The Kid Should See This,English  2013-03-15
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/46253849987?e=19|*|||,The Pangolin – Nat Geo Wild,N/A,The Kid Should See This,English  2013-03-25
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/46256449285?e=0|*|||,What’s the difference between horns and antlers?,What’s the difference between horns and antlers? The Brain Scoop‘s Emily Graslie explains.,The Kid Should See This,English  2013-03-25
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/47189734183?e=1|*|||,Fish and frogs that live out of water,"Watch this BBC clip of fish and frogs living out of water, featuring the lung fish, a burrowing desert frog, and the thorny devil lizard.",The Kid Should See This,English  2013-04-05
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/48046005542?e=2|*|||,Pompilid Wasp vs Golden Wheel Spider,N/A,The Kid Should See This,English  2013-04-15
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/48210383380?e=3|*|||,Thirsty Wasp brings water to nest in slow motion,N/A,The Kid Should See This,English  2013-04-17
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/48706186455?e=4|*|||,Alexander Chen’s Viola through Glass,N/A,The Kid Should See This,English  2013-04-23
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/48926237215?e=5|*|||,How it Evolved: the Red-capped Manakin,N/A,The Kid Should See This,English  2013-04-26
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/48950428561?e=6|*|||,"Baby lions, baby tiger & baby hyena cub friends",N/A,The Kid Should See This,English  2013-04-26
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/49220005718?e=7|*|||,Up close with a Giant Galapagos Tortoise,N/A,The Kid Should See This,English  2013-04-30
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/49780475508?e=8|*|||,High Rise by Sarah Lippett,"Who lives behind all of those different windows? Sarah Lippett‘s first animation, High Rise, explores… via The Curious Brain.",The Kid Should See This,English  2013-05-06
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/49854912381?e=9|*|||,An Acrocanthosaurus dinosaur sculpture made of balloons,"Watch a time-lapse video of how a 20-foot balloon acrocanthosaurus is made. The Airigami team assembled the dinosaur and its ecosystem, including some plants and some crawly insects, at the Virginia Museum of Natural History’s Hall of Ancient Life in four days.",The Kid Should See This,English  2013-05-07
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/4_mation_3d_zoetropes_fish_eating_fish_and_jumping_frogs?e=10|*|||,4-Mation 3D Zoetropes: Fish Eating Fish and Jumping Frogs,N/A,The Kid Should See This,English  2017-11-07
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/50018549332?e=11|*|||,"Feeling, not seeing, an elephant: what might you imagine?",N/A,The Kid Should See This,English  2013-05-09
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/50996984588?e=12|*|||,The Sea’s Strangest Square Mile,N/A,The Kid Should See This,English  2013-05-21
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/51150328323?e=13|*|||,"Bacteria Growth, a time lapse",N/A,The Kid Should See This,English  2013-05-23
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/52226329148?e=14|*|||,"Picking up NASA’s 2,200 degree thermal tiles with bare hands",N/A,The Kid Should See This,English  2013-06-05
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/52632105206?e=15|*|||,Sir David Attenborough and chameleons in Madagascar,N/A,The Kid Should See This,English  2013-06-10
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/52751544988?e=16|*|||,Puffins “fly” underwater at the Monterey Bay Aquarium,N/A,The Kid Should See This,English  2013-06-12
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/52965327840?e=17|*|||,A Surprise Diving Encounter with a Humpback Whale,N/A,The Kid Should See This,English  2013-06-14
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/53337678915?e=18|*|||,UnderH2O: Blackwater Drift Dive,N/A,The Kid Should See This,English  2013-06-19
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/55009850306?e=19|*|||,A Baby Sperm Whale Swims on Its Own,N/A,The Kid Should See This,English  2013-07-09
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/55199423829?e=0|*|||,Transparent leptocephalus: Eel larvae at Enoshima Aquarium,N/A,The Kid Should See This,English  2013-07-11
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/55531794173?e=1|*|||,The Giraffe Weevil – BBC Madagascar,N/A,The Kid Should See This,English  2013-07-15
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/55975350659?e=2|*|||,The tiny glass frog of Costa Rica,N/A,The Kid Should See This,English  2013-07-20
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/56796777433?e=3|*|||,Baby Indian one-horned rhino at the Bronx Zoo,N/A,The Kid Should See This,English  2013-07-29
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/57061517138?e=4|*|||,Uropyia meticulodina: Amazing camouflage of a leaf-like moth,"A master of camouflage, Uropyia meticulodina is a 45-55 mm moth that may (or may not) be found imitating a dead leaf on the forest floors of China and Taiwan. There are more camouflaged creatures hiding in the archives. via real monstrosities.",The Kid Should See This,English  2013-08-01
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/58174972394?e=5|*|||,The unexpected beauty & design of a mosquito’s metamorphosis,N/A,The Kid Should See This,English  2013-08-13
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/58418873730?e=6|*|||,Kagemono – The Shadow Folk,"A story about perception, danger, and friendship, Kagemono: The Shadow Folk by CalArts grad Sabrina Cotugno. Watch more videos with foxes and more vids about perception.",The Kid Should See This,English  2013-08-16
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/58695941172?e=7|*|||,Smokey and The Little Boy (1960),"Via the AV Geeks collection, ERA Productions’ Smokey and The Little Boy (1960), an animated primer on what causes forest fires and how to prevent them. There are all kinds of videos about fire in the archives.",The Kid Should See This,English  2013-08-19
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/59601407743?e=8|*|||,Baby ostriches dancing in circles,"Oh hello, baby ostriches dancing in circles.",The Kid Should See This,English  2013-08-28
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/59687169869?e=9|*|||,Mysterious deep-sea squid – Grimalditeuthis bonplandi,N/A,The Kid Should See This,English  2013-08-29
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/59774265914?e=10|*|||,Juan Fontanive’s mechanical flip books of hummingbirds,N/A,The Kid Should See This,English  2013-08-30
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/59779780316?e=11|*|||,Verb: That’s What’s Happening (1974) – Schoolhouse Rock!,"Read, click, watch, learn, sing along! It’s Schoolhouse Rock‘s Grammar Rock series of educational animated shorts, watch Verb: That’s What’s Happening which first aired in 1974.",The Kid Should See This,English  2013-08-30
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/60190705021?e=12|*|||,The Houston Zoo‘s Babirusa,N/A,The Kid Should See This,English  2013-09-03
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/60400433471?e=13|*|||,Baby Orangutan Rickina,N/A,The Kid Should See This,English  2013-09-05
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/60947647897?e=14|*|||,"The Blue Button Jellyfish (porpita porpita), not actually a jelly",N/A,The Kid Should See This,English  2013-09-11
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/61503280682?e=15|*|||,The Basking Shark: A gentle giant with a piano-sized mouth,N/A,The Kid Should See This,English  2013-09-17
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/61593986585?e=16|*|||,The Leaf-tailed Geckos (Uroplatus) of Madagascar,N/A,The Kid Should See This,English  2013-09-18
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/62244410235?e=17|*|||,Thresher Shark’s Deadly Tail,From The New York Times’ ScienceTake: Thresher Shark’s Deadly Tail. We love sharks and different kinds of tails.,The Kid Should See This,English  2013-09-25
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/62995573267?e=18|*|||,The mating dance of the male Victoria’s Riflebird,"From the Cornell Lab of Ornithology’s Birds of Paradise project, watch this recently uploaded clip of a Victoria’s Riflebird male performing a mating dance for an interested female. Peekaboo. We’ve seen a glimpse of this dance in the Lab’s dance compilation video, one of our favorites. ...Show More ",The Kid Should See This,English  2013-10-03
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/63532157472?e=19|*|||,The Intelligent Giant Pacific Octopus,N/A,The Kid Should See This,English  2013-10-09
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/63644516210?e=0|*|||,"That’s about the size, a classic animation from Sesame Street",Classic Sesame Street time: That’s about the size.,The Kid Should See This,English  2013-10-10
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/64308207866?e=1|*|||,Red Batfish or Starry Handfish – Enoshima Aquarium,N/A,The Kid Should See This,English  2013-10-17
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/64848421344?e=2|*|||,SHAKE: dogs try to get dry in slow motion,"Dogs try to get dry in SHAKE, a slow motion vid based on the photography of Carli Davidson.",The Kid Should See This,English  2013-10-23
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/64867440889?e=3|*|||,Pouring 1200F molten aluminum into an anthill?,N/A,The Kid Should See This,English  2013-10-23
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/65340366656?e=4|*|||,A Moose Name Madeline: Symbiosis with a beaver,A young moose and a beaver live side by side in this clip from the BBC documentary A Moose Name Madeline. In the archives: more animals and a few symbiotic friendships.,The Kid Should See This,English  2013-10-28
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/65432629482?e=5|*|||,Them Not-So-Dry Bones – Schoolhouse Rock,"Ligaments, cartilage, muscles, and tendons all need our skeletons. And so do we! It’s Schoolhouse Rock‘s Them Not-So-Dry Bones, animated in 1979.",The Kid Should See This,English  2013-10-29
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/65998695532?e=6|*|||,What Makes Ticks Stick? A Mouth Like a Ratchet,"From the NYTimes’ Science Take, watch the fascinating details of how a tick (a European wood tick in this case) sticks so effectively in skin: its mouth works like a ratchet. Watch more videos about blood and parasitism next.",The Kid Should See This,English  2013-11-04
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/66051678447?e=7|*|||,Why We’re Suckers for the Giant Pacific Octopus,"In this video from the Monterey Bay Aquarium team, we learn how the intelligent Giant Pacific Octopus grabs, climbs, embraces, explores, tastes, recognizes, and more with its eight arms and around 2,000 suckers.",The Kid Should See This,English  2013-11-05
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/66200344215?e=8|*|||,NOAA 2013 Expedition: The Rhinochimera,"The name Rhinochimera breaks apart with meaning: rhinos = nose and chimaera = marine monster, but this fish has many names. (Our favorite: straightnose rabbitfish.) This one is swimming in Hydrographer Canyon, deep in the Atlantic Ocean, and was filmed on a Okeanos Explorer Northeast U.S. Canyons Expedition ...Show More ",The Kid Should See This,English  2013-11-06
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/66377361623?e=9|*|||,Cougar vs. a frozen salmon – Keeping big cats well-exercised,N/A,The Kid Should See This,English  2013-11-08
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/67665899588?e=10|*|||,A rare black jaguar cub is born at Zacango Zoo,N/A,The Kid Should See This,English  2013-11-21
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/68078445754?e=11|*|||,Siats Meekerorum: The newly-discovered mega-predatory dinosaur,N/A,The Kid Should See This,English  2013-11-25
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/68914099538?e=12|*|||,Mummenschanz on The Muppet Show (1976),"Above, a skit from experimental Swiss mime troupe Mummenschanz on The Muppet Show in 1976. More videos: communication, emotions, and muppets.",The Kid Should See This,English  2013-12-03
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/69881908902?e=13|*|||,Communicating with dolphins using echolocation,N/A,The Kid Should See This,English  2013-12-13
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/70400713096?e=14|*|||,Four-Toed Whiptail Lizard (Teius Teyou) – Planet Paraguay,N/A,The Kid Should See This,English  2013-12-18
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/70593647907?e=15|*|||,Glass Frog – Songs for Unusual Creatures,N/A,The Kid Should See This,English  2013-12-20
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/71848930358?e=16|*|||,Electric Car: They Might Be Giants’ Here Comes Science,Watch one of our favorite music videos from They Might Be Giants’ Here Comes Science: Electric Car. Related watching: more electric cars of all kinds. TKSST RECOMMENDS Here Comes Science CD+DVDThey Might Be Giants View this album on Amazon,The Kid Should See This,English  2014-01-01
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/72801135338?e=17|*|||,A polar bear cub’s first steps at the Toronto Zoo,N/A,The Kid Should See This,English  2014-01-09
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/74187113429?e=18|*|||,Data in data out: the flight paths of starlings,N/A,The Kid Should See This,English  2014-01-22
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/74388664147?e=19|*|||,Golden Age of Insect Aviation: The Great Grasshoppers,N/A,The Kid Should See This,English  2014-01-24
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/74852808994?e=0|*|||,Banggai Cardinalfish eggs,N/A,The Kid Should See This,English  2014-01-28
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/74967985628?e=1|*|||,The Funkiest Monkeys: Crested Black Macaques,N/A,The Kid Should See This,English  2014-01-29
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/75834517482?e=2|*|||,The Jules Verne-Themed Sanderson Orrery,N/A,The Kid Should See This,English  2014-02-06
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/76552841241?e=3|*|||,A cliff wall full of dinosaur footprints in Spain,N/A,The Kid Should See This,English  2014-02-13
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/76648411421?e=4|*|||,Hammerhead Shark Swarm – Wild Oceans,"From Earth Touch: Wild Oceans, a dive off the coast of Mozambique reveals a beautiful surprise swarm of hammerhead sharks. In the archives: more sharks, more Mozambique and more Earth Touch videos.",The Kid Should See This,English  2014-02-14
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/76954658430?e=5|*|||,Dessin sur sable (sand drawings): Evolution of Earth,"The universe, underwater creatures, and great dinosaurs come alive in sand. Dessin sur sable (sand drawings) by Jin Lee: Evolution of Earth. via Daily Picks and Flicks.",The Kid Should See This,English  2014-02-17
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/77390949253?e=6|*|||,Micromigrations: visualizing the flight paths of starlings,N/A,The Kid Should See This,English  2014-02-21
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/79983537963?e=7|*|||,Grizzly Bears vs Campsite,N/A,The Kid Should See This,English  2014-03-18
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/80670946076?e=8|*|||,Running with a recovering baby rhinoceros,N/A,The Kid Should See This,English  2014-03-25
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/80797601193?e=9|*|||,Fearsome Teeth of the Gelada Baboon,N/A,The Kid Should See This,English  2014-03-26
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/80874365467?e=10|*|||,Evolution – Why do dogs bark?,Wolves howl and dogs bark. So why do dogs bark File under: dogs and communication.,The Kid Should See This,English  2014-03-27
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/81480865058?e=11|*|||,Imping an injured owl’s wing to make it stronger,N/A,The Kid Should See This,English  2014-04-02
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/83012371427?e=12|*|||,"Juan Fontanive‘s mechanical, looping flipbooks: Vivarium",N/A,The Kid Should See This,English  2014-04-17
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/83412605068?e=13|*|||,Hawksbill turtle snacks on a jellyfish,N/A,The Kid Should See This,English  2014-04-21
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/84127516707?e=14|*|||,Google Glass in the Gobi – Dinosaur Nest,N/A,The Kid Should See This,English  2014-04-28
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/84403890037?e=15|*|||,Boomer the Toy Dinosaur,N/A,The Kid Should See This,English  2014-05-01
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/84450084982?e=16|*|||,Mandarin ducklings dive from unbelievably high heights,"From the BBC’s Earth nature documentary, narrated by Patrick Stewart, watch these tree-nesting Mandarin ducklings dive from unbelievably high heights, only 24 hours after hatching. File under: nature is amazing. In the archives: more bird nests with David Attenborough. Updated video.",The Kid Should See This,English  2014-05-01
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/85132702352?e=17|*|||,Giant amber snail catches an earthworm,N/A,The Kid Should See This,English  2014-05-08
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/85135842332?e=18|*|||,A newly-discovered species of cartwheeling spider,"This newly-discovered species of cartwheeling spider, Cebrennus rechenbergi or Moroccan flic-flac spider, is definitely something to see. From ScienceTake, watch it",The Kid Should See This,English  2014-05-08
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/8525364408?e=19|*|||,Octopus Camouflage! – Science Friday,N/A,The Kid Should See This,English  2011-08-05
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/85637691807?e=0|*|||,Elephant calf river rescue,"When a six month old elephant calf gets pulled away in the strong current of Kenya’s rain-swollen Ewaso Ng’iro river, its family has to quickly take action. Watch this amazing river rescue, filmed by tourist Sandy Gelderman in the Ol Pejeta Conservancy.",The Kid Should See This,English  2014-05-13
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/86509597537?e=1|*|||,This is how a baby echidna (a puggle) hatches from an egg,N/A,The Kid Should See This,English  2014-05-22
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/87198112484?e=2|*|||,How to take a hyacinth macaw’s heartbeat,"Listening to a hyacinth macaw‘s heartbeat has never been easier: Margaret, who lives at the National Aquarium in Baltimore, Maryland, has been trained to voluntarily let a veterinarian team give her an annual physical exam.",The Kid Should See This,English  2014-05-29
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/9267742907?e=3|*|||,Dizzy Gillespie & the Electric Mayhem on The Muppet Show (1980),"Dizzy Gillespie and the Electric Mayhem perform “St. Louis Blues” on The Muppet Show, episode 413. It aired in the U.S. on February 28, 1980. Next, watch more muppets. Updated video.",The Kid Should See This,English  2011-08-22
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/9996681372?e=4|*|||,Discovering A Second Species of Giant Manta Ray,N/A,The Kid Should See This,English  2011-09-09
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_baby_pygmy_hippo_in_osaka_japan?e=5|*|||,"A baby pygmy hippo in Osaka, Japan",N/A,The Kid Should See This,English  2021-02-23
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_blue_and_white_flycatcher_baths_in_a_japanese_bird_bath?e=6|*|||,A blue-and-white flycatcher bathes in a Japanese bird bath,N/A,The Kid Should See This,English  2020-06-16
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_deep_sea_octopus_that_protects_her_eggs_for_four_a_half_years?e=7|*|||,A deep-sea octopus that protects her eggs for four & a half years,N/A,The Kid Should See This,English  2014-08-04
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_forest_year?e=8|*|||,A Forest Year: Time lapse videos of Earth’s cycle of the seasons,N/A,The Kid Should See This,English  2014-08-19
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_giant_panda_gives_birth_to_twin_baby_pandas_and_doesnt_realize_shes_raising_both?e=9|*|||,A giant panda gives birth to twin baby pandas (and doesn’t realize she’s raising both),N/A,The Kid Should See This,English  2018-08-30
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_hippo_gets_his_teeth_brushed?e=10|*|||,A hippo gets his teeth brushed,N/A,The Kid Should See This,English  2016-04-19
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_hungry_bear_pilfers_a_woodpeckers_acorn_stash?e=11|*|||,A hungry bear pilfers a woodpecker’s acorn stash,N/A,The Kid Should See This,English  2021-02-09
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_i_experiments_bird_sounds?e=12|*|||,A.I. Experiments: Bird Sounds,N/A,The Kid Should See This,English  2016-12-01
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_life_size_t_rex_dinosaur_made_of_balloons?e=13|*|||,A life-size T.rex balloon dinosaur,"This life-size Tyrannosaurus Rex dinosaur is made from 1,400 balloons. Created by award-winning pro balloon ‘sculptor’ Mark Verge, it’s a recreation of his first-place balloon dinosaur at the 2007 World Balloon Championship, what he calls The Coolest Thing I’ve Ever Made, episode 9 ...Show More ",The Kid Should See This,English  2016-12-14
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_mother_blackbird_feeds_brand_new_baby_birds_in_their_nest?e=14|*|||,A mother blackbird feeds brand new baby birds in their nest,N/A,The Kid Should See This,English  2015-05-20
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_mother_cat_adopts_baby_ducklings?e=15|*|||,A mother cat adopts baby ducklings,N/A,The Kid Should See This,English  2020-10-05
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_mother_leopard_protects_her_cubs_in_zambia?e=16|*|||,A mother leopard protects her cubs in Zambia,N/A,The Kid Should See This,English  2021-03-30
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_mother_raccoon_teaches_her_kit_how_to_climb_a_tree?e=17|*|||,A mother raccoon teaches her kit how to climb a tree,N/A,The Kid Should See This,English  2015-07-02
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_night_adventure_to_see_nicaraguas_sea_turtles?e=18|*|||,A night adventure to see Nicaragua’s sea turtles,N/A,The Kid Should See This,English  2017-03-03
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_pacific_razor_clam_burrows_rapidly_into_the_sand?e=19|*|||,A pacific razor clam burrows rapidly into the sand,N/A,The Kid Should See This,English  2017-05-06
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_peek_inside_marsupial_pouches?e=0|*|||,A peek inside marsupial pouches,N/A,The Kid Should See This,English  2019-03-07
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_preening_stork_billed_kingfisher?e=1|*|||,A preening stork-billed kingfisher,N/A,The Kid Should See This,English  2018-09-17
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_puffin_and_its_puffling_surface_from_their_underground_nest?e=2|*|||,A puffin and its puffling surface from their underground nest,N/A,The Kid Should See This,English  2016-05-09
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_quiet_swim_with_the_mola_mola?e=3|*|||,Quiet swim with a Mola Mola,N/A,The Kid Should See This,English  2015-10-02
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_red_fox_mom_cares_for_13_babies?e=4|*|||,A red fox mom cares for 13 babies,N/A,The Kid Should See This,English  2019-11-19
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_simple_way_to_tell_insects_apart_look_at_their_mouthparts?e=5|*|||,A simple way to tell insects apart: Look at their mouthparts,N/A,The Kid Should See This,English  2018-04-04
http://ndl.iitkgp.ac.in/se_document/the_kid_should_see_this/the_kid_should_see_this/a_spotty_baby_malayan_tapir_at_the_prague_zoo?e=6|*|||,A spotty baby Malayan tapir at the Prague Zoo,N/A,The Kid Should See This,English  2015-11-28
