Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_nvvs_sci_spox_the_smallpox_vaccine?e=3|*|||,NOVA: Vaccines—Calling the Shots | The Smallpox Vaccine,"Learn about the history of the smallpox vaccine in this video from NOVA: ""Vaccines—Calling the Shots."" Centuries ago, it was recognized that people rarely get infected with the same disease twice. In about 1000 AD, Brahmin healers in India inoculated people by applying dried smallpox scabs to scratches ...Show More ",PBS LearningMedia,English  2014-10-03
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_nvwfa_sci_adaptations_peregrine_falcon_adaptations_worlds_fastest_animal?e=4|*|||,Peregrine Falcon Adaptations | World’s Fastest Animal,Learn about the adaptations that make the peregrine falcon a highly effective aerial predator in these videos from NOVA: World’s Fastest Animal. Use this resource to provide detailed observations of peregrine falcons and to exemplify how adaptive traits and behaviors increase an organism’s chances to ...Show More ,PBS LearningMedia,English  2019-01-31
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_nvws_sci_chimpdeception_chimpanzee_deception?e=5|*|||,Chimpanzee Deception,Explore how chimpanzees understand and react to what other chimpanzees know in this video from NOVA: Inside Animal Minds: Who's the Smartest? Scientists designed an experiment to see what happens when one chimpanzee (Missy) has knowledge that another chimpanzee (Rita) doesn't have. Missy sees where a ...Show More ,PBS LearningMedia,English  2015-02-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_nvws_sci_elephantstranger_elephant_stranger_danger?e=6|*|||,Elephant Stranger Danger,"Explore how elephants can distinguish calls from other elephants in this video from NOVA: Inside Animal Minds: Who's the Smartest? Elephants are social animals and move in family groups, which frequently come into contact with other families. Elephants communicate using different kinds of calls, or vocalizations; ...Show More ",PBS LearningMedia,English  2015-02-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_nvzt_sci_locatesound_locating_zeppelins_by_sound?e=7|*|||,Locating Zeppelins by Sound,"Learn how the British used sound mirrors to detect enemy aircraft in this video from NOVA: Zeppelin Terror Attack. During WWI, Germany used zeppelins to attack the British. Because the airships flew at night and were impossible to see, the British developed a method to detect incoming zeppelins by amplifying ...Show More ",PBS LearningMedia,English  2014-11-24
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_nyis16_sci_color_color_mixing_and_liquid_in_space?e=8|*|||,Color Mixing and Liquid in Space,Observe what happens when astronauts dissolve an effervescent tablet in water aboard the International Space Station in this video from NASA. Astronauts use food coloring to color the sphere of water and then place an effervescent tablet into the sphere to demonstrate fluid behavior in microgravity.,PBS LearningMedia,English  2016-02-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_ocean_biodiversity_science_how_ocean_biodiversity_science_how?e=9|*|||,Ocean Biodiversity: Discovering Marine Invertebrates | Smithsonian Science How,"Peer into the ocean depths using a remotely operated vehicle (ROV) to look for organisms. Meet Dr. Karen Osborn, a zoologist at the National Museum of Natural History. Take a visual journey with Karen 200-4000 meters down to the mid-water habitat. Visit this surprising world below the ocean's surface, ...Show More ",PBS LearningMedia,English  2017-08-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_oceanographer_career_series_oceanographer_career_series?e=10|*|||,Oceanographer | Career Series,"Meet Dr. Amanda Netburn, Oceanographer with the National Oceanic and Atmospheric Administration’s Office of Ocean Exploration and Research. Dr. Netburn specializes in studying deep sea animals and their environments. In this video series, Dr. Netburn shares her career as an oceanographer, why ocean exploration ...Show More ",PBS LearningMedia,English  2018-09-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_odc08_scitech_matter_energy_bananahammer_banana_hammer?e=11|*|||,Banana Hammer,"Lessons in Matter and Energy, from WOSU Public Media, is a series of eight learning modules that demonstrate physical science concepts and phenomena. The series captures some of the most engaging demonstrations presented at the Center of Science and Industry (COSI) in Columbus. The demonstrations clarify ...Show More ",PBS LearningMedia,English  2009-08-16
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_odc08_scitech_matter_energy_brachcurve_brachistochrone_curve?e=12|*|||,Brachistochrone Curve,"Lessons in Matter and Energy, from WOSU Public Media, is a series of eight learning modules that demonstrate physical science concepts and phenomena. The series captures some of the most engaging demonstrations presented at the Center of Science and Industry (COSI) in Columbus. The demonstrations clarify ...Show More ",PBS LearningMedia,English  2009-08-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_odc08_scitech_matter_energy_glowingspinach_glowing_spinach?e=13|*|||,Glowing Spinach,"Lessons in Matter and Energy, from WOSU Public Media, is a series of eight learning modules that demonstrate physical science concepts and phenomena. The series captures some of the most engaging demonstrations presented at the Center of Science and Industry (COSI) in Columbus. The demonstrations clarify ...Show More ",PBS LearningMedia,English  2009-08-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_odc08_scitech_matter_energy_soundandvibration_sound_and_vibration?e=14|*|||,Sound and Vibration,"Lessons in Matter and Energy, from WOSU Public Media, is a series of eight learning modules that demonstrate physical science concepts and phenomena. The series captures some of the most engaging demonstrations presented at the Center of Science and Industry (COSI) in Columbus. The demonstrations clarify ...Show More ",PBS LearningMedia,English  2009-08-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_odc08_scitech_swamps_wetland_introduction?e=15|*|||,Swamps and Such | Introduction,"Wetlands exemplify the structure and functions of ecosystems and how ecosystems change over time. In these videos meet wetland scientist Dan Fink who hosts the program and examines the types of communities of plants, animals, birds and fish that abound in wetlands, the process of photosynthesis, and ...Show More ",PBS LearningMedia,English  2008-07-30
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_odys08_sci_life_bubonic_bubonic_plague?e=16|*|||,Bubonic Plague,"This video segment from A Science Odyssey recounts the tactics employed by San Francisco's health officials to prevent bubonic plague from reaching America's West Coast. Using physical examinations, quarantines, and deportation, city officials hoped to isolate disease-carrying immigrants from the general ...Show More ",PBS LearningMedia,English  2008-08-25
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_odys08_sci_life_gen_discovery_the_discovery_of_penicillin?e=17|*|||,The Discovery of Penicillin,"Discover the story of researcher Sir Alexander Fleming, whose luck and scientific reasoning led to the groundbreaking discovery of penicillin in this video segment adapted from A Science Odyssey.",PBS LearningMedia,English  2008-09-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_odys08_sci_life_gen_producing_producing_penicillin?e=18|*|||,Producing Penicillin,"This video segment adapted from A Science Odyssey tells how two scientists, Howard Florey and Ernst Chain, used the research findings of Alexander Fleming to turn a natural compound, penicillin, into an effective treatment for bacterial infections. Their tests in mice and later in human patients demonstrated ...Show More ",PBS LearningMedia,English  2008-09-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_oer08_sci_engin_systems_elevator_a_nanotube_space_elevator?e=19|*|||,NOVA scienceNOW | A Nanotube Space Elevator,"In this video adapted from NOVA scienceNOW, explore the potential of carbon nanotubes, whose strength and unique properties make them useful for a variety of applications. See animations of how carbon atoms bond to one another in different ways to make diamond, graphite, buckyballs, and nanotubes, and ...Show More ",PBS LearningMedia,English  2008-08-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_oer08_sci_life_gen_bassler_talking_bacteria?e=0|*|||,Talking Bacteria,"Discover a process called quorum sensing, which enables bacteria to detect other bacteria of the same species in their surrounding environment in this video segment adapted from NOVA scienceNOW. With enough bacteria present, they can undertake a group activity, such as producing a luminescent glow or ...Show More ",PBS LearningMedia,English  2008-08-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_oer08_sci_life_gen_obesity_the_role_of_genetics_in_obesity?e=1|*|||,The Role of Genetics in Obesity,"In this video segment adapted from NOVA scienceNOW, learn about obesity and how both genetics and behavior play a role in its development. Obesity researchers Sadaf Forooqi, Stephen O'Rahilly, and Jeffrey Friedman discuss the physiological basis of appetite regulation, including the roles of the hormone ...Show More ",PBS LearningMedia,English | Spanish  2008-08-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_oer08_sci_life_reg_exercise_how_the_body_responds_to_exercise?e=2|*|||,NOVA scienceNOW: How the Body Responds to Exercise,This video segment adapted from NOVA describes the effect of exercise on the body and defines one measure used to gauge aerobic fitness. VO2 max (maximal volume of oxygen uptake) is a measurement of how well the body gets and consumes the oxygen that muscles need in order to sustain activity. Learn how ...Show More ,PBS LearningMedia,Spanish | English  2008-08-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_oer08_sci_life_stru_flowers_the_reproductive_role_of_flowers?e=3|*|||,NOVA | The Reproductive Role of Flowers,"This video segment adapted from NOVA explains how flowers play a central role in the reproductive cycle of plants. Their striking array of colors, patterns, fragrances, and nectar all require lots of energy to produce. But it is these features that attract insects and other animals, which, in turn, carry ...Show More ",PBS LearningMedia,English  2008-08-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_oer08_sci_phys_energy_solarpaint_solar_paint_your_roof?e=4|*|||,NOVA ScienceNOW: Solar Paint Your Roof,"In this video segment adapted from NOVA, learn about a new solar technology being developed to make solar electricity more affordable. Nathan Lewis, a chemist at the California Institute of Technology, describes how nanotechnology can be used to capture the energy from sunlight in new ways. Investigate ...Show More ",PBS LearningMedia,English | Spanish  2008-08-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_oer09_sci_ess_watcyc_solarhome_solar_panels_for_your_home?e=5|*|||,NOVA scienceNOW: Solar Panels for Your Home,"Learn about photovoltaics and see how two families are using solar technologies in their homes in this video segment adapted from NOVA. First, an animation illustrates the process within solar panels that transforms sunlight into electricity. Then meet Phil Reavis, Jr., who explains his interest in solar ...Show More ",PBS LearningMedia,English | Spanish  2009-05-29
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_oer09_sci_life_gen_trexblood_t_rex_blood?e=6|*|||,NOVA scienceNOW: T. Rex Blood?,"In this video segment adapted from NOVA scienceNOW, learn how scientists are hoping to better understand the biology of dinosaurs by studying the insides of fossil bones. Hear about the accidental discovery of dinosaur soft tissue by paleontologist Dr. Mary Schweitzer, and how this tissue enables scientists ...Show More ",PBS LearningMedia,Spanish | English  2009-05-26
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_oer09_sci_life_stru_braintrauma_brain_trauma?e=7|*|||,NOVA scienceNOW: Brain Trauma,"In this video segment adapted from NOVA scienceNOW, learn about concussions—a common type of traumatic brain injury. Hear from Reed Snyderman, a young athlete who describes his personal experience with concussion. In addition, meet Dr. Jam Ghajar, a neurosurgeon and international expert in brain injuries, ...Show More ",PBS LearningMedia,Spanish | English  2009-08-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_offshore_island_explanation_irelands_wild_coast_2?e=8|*|||,Offshore Island Exploration | Ireland's Wild Coast,"Can you imagine a world without humans? Great Blasket Island, off the south west coast of Ireland, was once home to a thriving village. Now abandoned by humans, new wildlife has moved in to call the island home. Grey Seals, for example, now gather on Great Basket Island during the winter months.The island ...Show More ",PBS LearningMedia,English  2017-06-21
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_ohios_native_cats_video_wviz_newsdepth_know_ohio?e=9|*|||,Ohio's Native Cats | Know Ohio,"Did you know Ohio used to be home to some of the most feared cats? Mary paws up some facts about these ferocious felines, including cougars and bobcats.",PBS LearningMedia,English  2020-08-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_ohios_oil_and_gas_know_ohio_video_wviz_newsdepth_know_ohio?e=10|*|||,Ohio's Oil and Gas | Know Ohio,"Do you ever wonder where energy comes from? Mary explains our state's supply of oil and gas, from its history to today's regulations.",PBS LearningMedia,English  2017-06-05
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_okefenokee_swamp_video_physical_features_of_georgia?e=11|*|||,Okefenokee Swamp | Physical Features of Georgia,"The Okefenokee Swamp, located in Southeast Georgia, is the largest freshwater swamp in North America. While human settlements had existed in the swamp for thousands of years, it was established as a national wildlife refuge in the 1940s in order to protect this unique ecosystem.",PBS LearningMedia,English  2020-07-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_opioid_addiction_young_people_opioid_addiction_young_people?e=12|*|||,What Are the Effects of Opioid Addiction on Young People? | PBS NewsHour,"Teachers and students: Watch this PBS NewsHour Facebook Live recorded on Wed., October 11th on how schools are teaching students about opioid addiction. Starting in the 1990s, chronic pain patients were given high levels of synthetic opiates to relieve pain. Some patients misused the painkillers, while ...Show More ",PBS LearningMedia,English  2017-10-13
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_opioids_middleschool_opioids_in_our_community_middle_school?e=13|*|||,Middle School | Opioids in Our Community,"Many areas of the United States are currently suffering due to the opioid epidemic. As of 2018, Rhode Island has the 10th highest overdose rate in the country. This is an improvement from the 5th highest overdose rate in 2015 thanks to a comprehensive community effort. Rhode Island PBS has produced two ...Show More ",PBS LearningMedia,English  2018-11-01
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_opossums_untamed_video_untamed_the_wildlife_center_of_virginia?e=14|*|||,Opossums | UNTAMED,"Learn about the Virginia Opossum, the only marsupial found in the United States. Opossums may be common, but they are amazingly unique and adaptable creatures that can be found right in our own backyards. Host Ed Clark highlights a wide variety of special opossum adaptations and explains how simple changes ...Show More ",PBS LearningMedia,English  2020-04-01
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_our_changing_planet_video_our_planet_vpls_virtual_professional_learning_series?e=15|*|||,Our Changing Planet | Our Planet,"In the second episode of our three-part virtual professional learning series, Our Planet, we will consider our changing planet—what needs to be done to sustain human life here, and what’s needed to prepare to live elsewhere. We’re thrilled to be able to introduce educators to Astronaut Abby (Abigail ...Show More ",PBS LearningMedia,English  2020-05-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_our_current_planet_video_our_planet_vpls_virtual_professional_learning_series?e=16|*|||,Our Current Planet | Our Planet,"In the first episode of our three-part virtual professional learning series, Our Planet, we will explore spectacular satellite imagery from the PBS documentary, Life From Above. The stunning footage reveals never before seen details about our planet, and challenges us to assess the current state of our ...Show More ",PBS LearningMedia,English  2020-05-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_our_hungry_planet_your_gut_microbiome_whats_up_with_your_gut_microbiome_video?e=17|*|||,What's up with Your Gut Microbiome? | Our Hungry Planet,"Did you know that fungi, bacteria, and viruses make up a rich ecosystem inside of our bodies? Explore this microscopic ecosystem that inhabits all of us, and learn how we can treat a gut microbiome gone awry. This video is part of a larger unit in the California Academy of Sciences' Flipside Science ...Show More ",PBS LearningMedia,English  2017-06-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_our_supersized_kids_childhood_obesity_our_supersized_kids_childhood_obesity?e=18|*|||,Our Supersized Kids: Childhood Obesity,"Childhood obesity is a crippling crisis of supersized proportions. During the past four decades, obesity rates have soared among all ages, but no more so than in children ages 6 to 11. Today, nearly a third of our children and adolescents are overweight or obese. And the numbers continue to rise. KSPS's ...Show More ",PBS LearningMedia,English  2017-11-16
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_owls_quiet_deep_look_owls_quiet_deep_look?e=19|*|||,See What Makes Owls So Quiet and So Deadly | Deep Look,"It's stealth, not speed that makes owls such exceptional hunters. Zoom way in on their phenomenal feathers to see what makes them whisper-quiet.",PBS LearningMedia,English  2017-01-19
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_paleobiology_science_how_paleobiology_science_how?e=0|*|||,Paleobiology: Unearthing Fossil Whales | Smithsonian Science How,"Uncover fossilized whales in Panama, Canada, and Chile. Meet Dr. Nick Pyenson, a paleontologist at the National Museum of Natural History. Join him in probing the evolutionary mysteries in fossil whale skeletons. Consider what whale remains can tell you about past environments. See how modern digitization ...Show More ",PBS LearningMedia,English  2017-08-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phases_of_matter_phase_changes_animation_unc_tv_science?e=1|*|||,Phase Changes | Phases of Matter | UNC-TV Science,What happens to particles when an ice cube melts or water boils? Find out with this animation.,PBS LearningMedia,English  2020-08-12
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phases_of_matter_the_3_phases_animation_unc_tv_science?e=2|*|||,The 3 Phases | Phases of Matter | UNC-TV Science,"Though ice, water and steam look and feel very different, they are all made of the same particles. Find out more about these 3 phases of matter with this animation.",PBS LearningMedia,English  2020-08-12
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phototonics_engineering_your_future_engineering_your_future_video?e=3|*|||,Photonics Engineering | Engineering Your Future,"Photonics engineers are concerned with how light is emitted, transmitted, amplified, detected, modulated, and switched for a variety of purposes. Lasers are a key component of photonics. Students will learn about careers in photonics. Engineering Your Future",PBS LearningMedia,English  2014-05-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_engin_design_technylon_the_impact_of_technology_nylon?e=4|*|||,The Impact of Technology: Nylon,"It's no exaggeration to say that synthetic fibers have not only revolutionized the textile industry but also changed the world. This video segment, adapted from A Science Odyssey, describes the pioneering work of American chemist Wallace Carothers on his path toward discovering nylon.",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_engin_design_zchair_kid_designer_a_comfortable_cardboard_chair?e=5|*|||,Kid Designer: A Comfortable Cardboard Chair,"Many people have never attempted to build their own furniture. But a young designer named Nick demonstrates a painless process for designing and constructing attractive, sturdy chairs from cardboard.",PBS LearningMedia,English  2004-01-29
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_descwrld_zhot_density_and_buoyancy_mixing_hot_and_cold_water?e=6|*|||,Density and Buoyancy: Mixing Hot and Cold Water,"We've all seen substances change as a result of changes in temperature. Water heated on the stove eventually changes from a liquid to a gas and seemingly disappears as it disperses into the air. But even at lesser extremes, temperature affects the density of water. In this video segment adapted from ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_energy_developing_global_warming_the_developing_world?e=7|*|||,Global Warming: The Developing World,"Thanks to technology, the world is changing faster than ever before. Unfortunately, many of these changes are probably having a negative impact on the global climate. This video segment adapted from NOVA/FRONTLINE takes a look at what the future might hold for the environment as a result of the expanding ...Show More ",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_energy_energysource_energy_sources?e=8|*|||,Energy Sources,"Innovation has allowed societies to tap into a wide variety of energy sources. This video segment, produced for Teachers' Domain, identifies some of these sources, discusses their benefits and drawbacks, and explains how they are used to produce energy that people can use.",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_energy_hooverelec_hoover_dam_and_hydroelectric_power?e=9|*|||,Hoover Dam and Hydroelectric Power,"Since its completion, Hoover Dam has wowed visitors with its sheer massiveness and its ability to create and hold back a reservoir that covers nearly 650 square kilometers (250 square miles). Yet, perhaps even more impressive is the dam's ability to harness the potential energy stored in the reservoir ...Show More ",PBS LearningMedia,English  2004-01-29
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_energy_moai_levers_raising_the_moai_on_easter_island?e=10|*|||,Levers: Raising the Moai on Easter Island,"Experience the challenges of transporting a massive statue from cliff-top quarry to coastal perch and then raising it to an upright position. A team of archaeologists and engineers tests one theory of how the ancient peoples of Easter Island (Rapa Nui) might have moved the statue, called a moai. Levers ...Show More ",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_energy_nasaspectrum_the_electromagnetic_spectrum_nasa?e=11|*|||,The Electromagnetic Spectrum: NASA,"Few of us ever consider the similarity of light and radio waves, nor do we think of them in terms of radiation. In fact, visible light and radio waves make up part of a large category of radiation that physicists call electromagnetic waves. This video segment from NASA explores the electromagnetic waves ...Show More ",PBS LearningMedia,Spanish | English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_energy_vegypt_raising_an_obelisk_an_engineering_puzzle?e=12|*|||,Raising an Obelisk: An Engineering Puzzle,"In this NOVA video, two teams test out two theories put forth by archaeologists to explain how ancient Egyptians might have raised massive obelisks to stable, upright positions. While only one plan works in practice, both attempts demonstrate that difficult challenges require careful planning. This video ...Show More ",PBS LearningMedia,English | Spanish  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_energy_zmilk_building_simple_machines_a_glass_of_milk_please?e=13|*|||,"Building Simple Machines: A Glass of Milk, Please","Imagine the most complicated process you could go through to simply pour a glass of milk. Then multiply that by 10. In this video segment adapted from ZOOM, the cast shows how the 34 steps in their Rube Goldberg invention use everything from gravity to carbon dioxide gas in order to accomplish one simple ...Show More ",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_energy_zplant_building_simple_machines_plant_quencher?e=14|*|||,Building Simple Machines: Plant Quencher,"How difficult can it be to water a plant? Pretty difficult when your objective is to build the most complicated machine possible to complete this simple task. In this video segment from ZOOM, Jillian demonstrates the use of ramps, wheels, pulleys, and other simple machines to construct her ""plant quencher.""",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_atoms_atoms_the_space_between?e=15|*|||,Atoms: The Space Between,"This video segment adapted from A Science Odyssey uses models, vivid descriptions, and analogies to explain the structural integrity of matter at the atomic level. You wouldn't know it by looking at it, but the atoms that make up a solid piece of iron contain more space than stuff. How is it then that ...Show More ",PBS LearningMedia,Spanish | English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_everyday_everyday_radiation?e=16|*|||,Everyday Radiation,"Radiation is everywhere, but that doesn't mean any of us is in particular danger. In fact, some radiation, such as that in sunlight, is essential to life on Earth. This video segment, adapted from FRONTLINE, identifies some of the sources of radiation that we encounter each day and describes their relative ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_fusionbomb_fusion_the_hydrogen_bomb?e=17|*|||,Fusion: The Hydrogen Bomb,"This video from American Experience describes a hydrogen fusion bomb and shows that fission and fusion are the reverse processes of each other. Both processes generate energy, but fusion generates significantly more energy than fission.",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_fusiontest_fusion_testing_the_first_hydrogen_device?e=18|*|||,Fusion: Testing the First Hydrogen Device,The devastation presented in this video from American Experience: Race for the Superbomb demonstrates how foreboding the 1952 test of the first hydrogen device was. Watch what prompted United States president Harry Truman to speak publicly about the dangers ahead for a world in which such weapons existed.,PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_hydrogencar_global_warming_the_hydrogen_car?e=19|*|||,Global Warming: The Hydrogen Car,"Engines have been used in transportation and industry since the eighteenth century. Those powered by fossil fuels such as coal and gasoline emit harmful pollution, deplete the limited supply of natural resources, and contribute to global warming. In this video segment adapted from NOVA/FRONTLINE, see ...Show More ",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_mud_mystery_mud_exploring_changes_in_states_of_matter?e=0|*|||,Mystery Mud: Exploring Changes in States of Matter,"Many of us have seen water change from a solid to a liquid and from a liquid to a gas, and we know that other substances undergo similar transformations. These changes are usually a result of either heating or cooling. In this video, students visit a lab at the Massachusetts Institute of Technology where ...Show More ",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_nuclearblast_nuclear_blast_footage?e=1|*|||,Nuclear Blast Footage,"During the Cold War, the United States and the Soviet Union battled to stay ahead of one another in a dramatic nuclear arms race. During this time, each side detonated hundreds of test bombs. These video clips, from the AMERICAN EXPERIENCE Web site, show some of the tests the United States conducted.",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zair_defy_gravity_balancing_balls_on_air?e=2|*|||,Defy Gravity! Balancing Balls on Air,"In this video segment adapted from ZOOM, two cast members use a hair dryer to balance a ball in mid-air. Bernoulli's principle, a fundamental principle of physics, explains why high and low pressure areas created by air rushing around the curved surface of the ball keep it more or less directly over ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zballoon_columns_experimenting_with_balloons?e=3|*|||,Columns: Experimenting with Balloons,"If you were in search of a good building column, a balloon probably wouldn't be your first choice. Still, if you were in a pinch, you might be surprised at the strength of several balloons lying side by side. In this video segment adapted from ZOOM, three cast members test how many balloons are needed ...Show More ",PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zbubble_density_and_buoyancy_pouring_air_into_water?e=4|*|||,ZOOM | Density and Buoyancy: Pouring Air into Water,This video segment adapted from ZOOM offers a clever demonstration of buoyancy by showing how to pour a cup of air into a cup filled with water.,PBS LearningMedia,English  2004-01-22
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zcabbage_acids_and_bases_cabbage_juice_indicator?e=5|*|||,Acids and Bases: Cabbage Juice Indicator,"The substances that chemists collectively call acids and bases come in many different forms. Despite this variety, all acids tend to react with other substances in much the same way. Reactions involving bases also share many common characteristics with one another. In this video segment adapted from ...Show More ",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zclip_surface_tension_making_paper_clips_float?e=6|*|||,Surface Tension: Making Paper Clips Float,"Surface tension can keep objects afloat even when the laws of density and buoyancy would seem to predict otherwise. In this video segment adapted from ZOOM, two cast members demonstrate how to use surface tension to float paper clips on water.",PBS LearningMedia,English  2004-02-20
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_phy03_sci_phys_matter_zhelmet_balloon_brain_designing_a_helmet?e=7|*|||,Balloon Brain: Designing a Helmet,"In this video from ZOOM, two teams of cast members attempt to design adequate protection for a balloon to illustrate the importance of wearing a proper helmet when skating, rollerblading, skiing, or riding a bike.",PBS LearningMedia,English  2004-01-22
