Video Link,Title,Description,Content Provider,Language
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mcaam_math_sp_games_games_data_graphing?e=13|*|||,Games of the North: Data & Graphing,"Learn about some of the events held at the Arctic Winter Games, an annual celebration of athletics and culture in the far northern latitudes, in this video from Center for Asian American Media. In the accompanying classroom activity, students use statistical tools, including histograms and box plots, ...Show More ",PBS LearningMedia,English  2014-08-16
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_measure_metric_system_explained_video_gallery_science_trek?e=14|*|||,Measure: The Metric System Explained | Science Trek,Most of the world measures things using the metric system. Learn more about this standard of measurement and how it is getting more and more accurate.,PBS LearningMedia,English  2020-02-03
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_measure_what_video_gallery_science_trek?e=15|*|||,Measure: Measure What? | Science Trek,Measuring is way of allowing us to make comparisons and to organize our world. But it has taken us a long time to agree on how to measure things. Find out the history or measurement and more about the U.S. Customary standards.,PBS LearningMedia,English  2020-02-03
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_anthro_bivariate_data_and_analysis_anthropological_studies?e=16|*|||,Bivariate Data and Analysis: Anthropological Studies,Investigate how skeletal populations can help determine the impact of slavery on the height and health of African American males. This video focuses on the measurements and equations Mark Mack is using to explore relationships between the length of the bones in the leg and height while discussing how ...Show More ,PBS LearningMedia,English  2013-12-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_bikes_mike_and_padhu_bikes_and_trikes?e=17|*|||,Mike and Padhu: Bikes and Trikes,"Solve a word problem with Mike and Padhu. This video focuses on valid methods of problem solving, including guess-and-check and modeling with manipulatives. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional producers and is part of the ...Show More ",PBS LearningMedia,English  2014-07-29
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_disprop1_simplifying_an_algebraic_expression?e=18|*|||,Simplifying an Algebraic Expression,Simplify expressions with rational numbers using the distributive property of multiplication. This student-generated video focuses on using the distributive property to create equivalent expressions when multiplying by negative numbers and fractions. This resource is part of the Math at the Core: Middle ...Show More ,PBS LearningMedia,English  2014-09-24
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_disprop2_simplifying_the_sum_of_two_algebraic_expressions?e=19|*|||,Simplifying the Sum of Two Algebraic Expressions,"Simplify expressions with rational numbers using the distributive property of multiplication. This student-generated video focuses on using the distributive property to create equivalent expressions when multiplying by negative numbers and fractions, which can then be simplified. This resource is part ...Show More ",PBS LearningMedia,English  2014-09-24
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_equation_solving_linear_equations_with_negative_numbers?e=0|*|||,Solving Linear Equations with Negative Numbers,"Solve a linear equation that has negative numbers and a variable. This video focuses on using inverse operations to solve for a variable. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional producers and is part of the Math at the Core: Middle ...Show More ",PBS LearningMedia,English  2014-04-01
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_gfirecube_wall_of_fire_cube?e=1|*|||,Wall of Fire: Cube,"Watch as the ""Wall of Fire"" in the National Museum of Mathematics shows the relationship between two and three-dimensional figures. This video focuses on the 2D cross sections that can be observed when a laser projects through a 3D cube.",PBS LearningMedia,English  2014-06-02
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_gtriarea_area_of_a_triangle_relation_to_rectangles?e=2|*|||,Area of a Triangle: Relation to Rectangles,"Explore the relationships between the area equations for rectangles and triangles. This video focuses on modeling the area equations for a rectangle and triangle and talks how base and height differ from length and width. This video was submitted through the Innovation Math Challenge, a contest open ...Show More ",PBS LearningMedia,English  2014-07-18
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_house_slope_and_house_construction?e=3|*|||,Slope and House Construction,Discover how math is required for quality construction when a Master Carpenter shares his experience and expertise. This video focuses on explaining slope as rise over run and shows how slope comes into play when building homes to take math out of the classroom and into real world problem solving. This ...Show More ,PBS LearningMedia,English  2013-10-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_inequality_solving_linear_inequalities_with_negative_numbers?e=4|*|||,Solving Linear Inequalities with Negative Numbers,"Solve an inequality that has negative numbers and a variable. This video focuses on using inverse operations to solve for a variable and the importance of flipping the inequality when multiplying or dividing by a negative number. This video was submitted through the Innovation Math Challenge, a contest ...Show More ",PBS LearningMedia,English  2014-04-01
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_negfractals_negative_exponents_as_fractals?e=5|*|||,Negative Exponents as Fractals,"Determine the relationship between graphic patterns and what they represent mathematically. This video focuses on how fractals can be a visual representation of negative exponents, which are a way to express repeated division. This video was submitted through the Innovation Math Challenge, a contest ...Show More ",PBS LearningMedia,English  2014-07-29
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_organfun_organ_function_grinder?e=6|*|||,Organ Function Grinder,Watch as the organ function grinder from the National Museum of Mathematics solves a quadratic function for a specific input. This video focuses on converting an input into an output and challenges you to calculate the value for a given input before the function machine does. This video was submitted ...Show More ,PBS LearningMedia,English  2014-06-04
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_piano_piano_tuning_and_balancing_equations?e=7|*|||,Piano Tuning and Balancing Equations,"Examine how one innovator is working to improve the way concert pianos are designed and tuned. This video focuses on the balance that needs to occur in an ideally tuned piano key and explores how David Stanwood calculated the balance range through data analysis of measurements and ratios, taking math ...Show More ",PBS LearningMedia,English  2013-11-14
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_posfractals_positive_exponents_as_fractals?e=8|*|||,Positive Exponents as Fractals,"Explore the relationship between graphic patterns and their mathematical representation. This video focuses on how fractals can be a visual representation of positive exponents. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional producers.",PBS LearningMedia,English  2014-07-29
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_rpdrumtravel_statistical_variability_time_to_travel?e=9|*|||,Statistical Variability: Time (to) Travel,"Discover travel times for trips you may not have even realized were happening all around you, every day. This video focuses on unit rates, specifically the speed of light and speed of sound and providing an opportunity for students to discuss other unit rates. This video was submitted through the Innovation ...Show More ",PBS LearningMedia,English  2014-05-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_rptipjar_real_world_expressions_and_equations_tip_jar?e=10|*|||,Real-World Expressions and Equations: Tip Jar,"Examine whether the common practice of tipping 20% of a restaurant bill for great service is fair. This video focused on different ways to visualize the current method of tipping and proposed potential changes to the standard practice. This video was submitted through the Innovation Math Challenge, a ...Show More ",PBS LearningMedia,English  2014-07-03
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_slope_stairway_slope?e=11|*|||,Stairway Slope,"Use the stairs in your home to understand slope in the real world. This video focuses on reinforcing your understanding of slope as rise over run and placing measurements into ratios. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional producers.",PBS LearningMedia,English  2014-04-02
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ee_system_graphing_a_system_of_equations?e=12|*|||,Graphing a System of Equations,"Solve a number riddle by finding the point of intersection for two lines. This video focuses on finding the solution for a system of equations, they are represented as an algebraic expression and a set of linear equations that are graphed to find an intersection point. This video was submitted through ...Show More ",PBS LearningMedia,English  2014-07-25
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_g_baseh_area_of_a_triangle_musically_interpreted?e=13|*|||,Area of a Triangle: Musically Interpreted,"Watch and listen to how to find the area of a triangle set to hip-hop music. This video focuses on calculating the area of triangles, and explains why the equation works. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional producers.",PBS LearningMedia,English  2014-03-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_g_cranes_the_pythagorean_theorem_and_18th_century_cranes?e=14|*|||,The Pythagorean Theorem and 18th Century Cranes,"Discover how math figures into the complex process of reproducing a 18th century human powered construction crane. This video focuses on explaining the way the construction team used the Pythagorean theorem to determine the precise lengths of the struts to build a working crane, taking math out of the ...Show More ",PBS LearningMedia,English  2014-02-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_g_firecylinder_wall_of_fire_cylinder?e=15|*|||,Wall of Fire: Cylinder,"Watch as the ""Wall of Fire"" in the National Museum of Mathematics shows the relationship between two and three-dimensional figures. This video focuses on the 2D cross sections that can be observed when a laser projects through a 3D cylinder. This video was submitted through the Innovation Math Challenge, ...Show More ",PBS LearningMedia,English  2014-07-16
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_g_firetetra_wall_of_fire_tetrahedron?e=16|*|||,Wall of Fire: Tetrahedron,"Watch as the ""Wall of Fire"" in the National Museum of Mathematics shows the relationship between two and three-dimensional figures. This video focuses on the 2D cross sections that can be observed when a laser projects through a 3D tetrahedron. This video was submitted through the Innovation Math Challenge, ...Show More ",PBS LearningMedia,English  2014-07-16
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_g_geoanim_animated_geometry_terminology?e=17|*|||,Animated Geometry Terminology,"Review basic geometry terms as a series of animations set to music. This video focuses on definitions relating to angles, triangles, similar figures, congruent figures, and parallel lines cut by a transversal to build mathematical reasoning skills. This video was submitted through the Innovation Math ...Show More ",PBS LearningMedia,English  2014-04-11
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_g_intersect_calculating_where_lines_intersect?e=18|*|||,Calculating Where Lines Intersect,"Learn how algebra can quickly determine the point where two lines intersect. This video focuses on setting linear equations equal to each other to find a common solution. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional producers and is ...Show More ",PBS LearningMedia,English  2014-06-02
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_g_monkey_monkey_around?e=19|*|||,Monkey Around,"Uncover the secret behind the puzzling Monkey Around exhibit at the National Museum of Mathematics. This video focuses on the properties of rotations and challenges your critical thinking skills. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional ...Show More ",PBS LearningMedia,English  2014-07-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_g_printing_three_dimensional_printing?e=0|*|||,Three-Dimensional Printing,"Discover how design software runs three-dimensional printers by translating 3D shapes into triangles. This video focuses on the composition of 3D polygons and introduces the idea of printing in three dimensions as stacking thin layers of material, taking math out of the classroom and into real world ...Show More ",PBS LearningMedia,English  2013-11-12
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_g_race_beating_usain_bolt?e=1|*|||,Beating Usain Bolt,Use mathematics to determine what is required to beat world champion Usain Bolt in a 200-meter race. This video focuses on systems of equations that are visualized by completing a table of values and looking for a point of intersection in a set of line graphs. This video was submitted through the Innovation ...Show More ,PBS LearningMedia,English  2014-07-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_g_sailboat_areas_of_irregular_shapes_building_sailboats?e=2|*|||,Areas of Irregular Shapes: Building Sailboats,"Learn how wooden boat builders use a variety of mathematical concepts when custom designing their vessels. This video focuses on how area, volume, and measurements of irregular shapes are used in the engineering process, taking math out of the classroom and into real world problem solving.",PBS LearningMedia,English  2014-02-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_md_addvol_volume_of_shapes_composed_of_right_rectangular_prisms?e=3|*|||,Volume of Shapes Composed of Right Rectangular Prisms,"Use unit cubes to determine the volume of an irregular 3D figure. This video focuses on breaking a complex figure up into two rectangular prisms and then finding the volume of the parts before adding them together to get the whole figure. This video was submitted through the Innovation Math Challenge, ...Show More ",PBS LearningMedia,English  2014-04-01
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_md_channel_calculating_volume_tunnel_construction?e=4|*|||,Calculating Volume: Tunnel Construction,"Investigate some of the mathematical challenges Boston engineers had to deal with during the Central Artery Tunnel Project (the ""Big Dig""). This video focuses on the irregular shape of the casting basin and the volume calculations required to make the casting basin work, taking math out of the classroom ...Show More ",PBS LearningMedia,English  2013-11-11
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_md_rectprism_representing_volume_of_right_rectangular_prisms_with_unit_cubes?e=5|*|||,Representing Volume of Right Rectangular Prisms with Unit Cubes,"Use your spatial reasoning skills to calculate the volume when given a 3D figure. This video focuses on a right rectangular prism and shows you how unit blocks can help you visualize, then calculate the volume. This video was submitted through the Innovation Math Challenge, a contest open to professional ...Show More ",PBS LearningMedia,English  2014-02-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_md_rubiks_rubiks_cube_volume?e=6|*|||,Rubik's Cube Volume,"Revealing multiple ways to find volume using a Rubik's cube. This video focuses on modeling volume and explaining why two different volume equations will give you the same answer. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional producers ...Show More ",PBS LearningMedia,English  2014-07-29
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_md_volume_volume_of_right_rectangular_prisms?e=7|*|||,Volume of Right Rectangular Prisms,"Learn how unit cubes can be used to model the solution for the volume of a 3D figure This video focuses on calculating the volume of a rectangular prism using the equation, length x width x height. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional ...Show More ",PBS LearningMedia,English  2014-04-01
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_nbt_babylon_base_60_babylonian_decimals?e=8|*|||,Base 60: Babylonian Decimals,"Explore a brief history of mathematics in Mesopotamia through the Babylonian Base 60 number system. This video focuses on how a base 60 system does not use fractions or repeating decimals, some of the advantages of a base 60 system, and some components that carried over into the base 10 system we use ...Show More ",PBS LearningMedia,English  2014-02-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_nbt_surfacea_determining_surface_area_with_unit_blocks?e=9|*|||,Determining Surface Area with Unit Blocks,"Use your spatial reasoning skills to calculate the surface area when given a 3D figure. This video focuses on a right rectangular prism and shows you how unit blocks can help you visualize, then calculate the surface area. This video was submitted through the Innovation Math Challenge, a contest open ...Show More ",PBS LearningMedia,English  2014-02-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_nf_bookprob_one_variable_equations_how_much_did_he_read?e=10|*|||,One-Variable Equations: How Much Did He Read?,"Visualize a word problem in multiple ways to develop your problem solving skills. This video focuses on converting a problem with fractions into a one-variable equation and alternately modeling it using unit blocks. This video was submitted through the Innovation Math Challenge, a contest open to professional ...Show More ",PBS LearningMedia,English  2014-02-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_nf_commprop_commutative_and_associative_properties_of_addition?e=11|*|||,Commutative and Associative Properties of Addition,"Generate equivalent expressions using two additive properties. This video focuses on using the associative and commutative properties of addition to combine like terms, simplify expressions, and create equivalent expressions. This video was submitted through the Innovation Math Challenge, a contest open ...Show More ",PBS LearningMedia,English  2014-02-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_nf_divandfrac_relationship_of_division_and_fractions?e=12|*|||,Relationship of Division and Fractions,"Explore the connection between division and fractions while dividing up cookies. This video focuses on recognizing patterns when modeling dividing up cookies to share with people. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional producers ...Show More ",PBS LearningMedia,English  2014-06-02
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_nf_divfrac_dividing_a_whole_number_by_a_unit_fraction?e=13|*|||,Dividing a Whole Number by a Unit Fraction,"Explore division by modeling problems and grouping with manipulatives. This video focuses on dividing whole numbers by unit fractions and modeling the problems with unit blocks. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional producers. ...Show More ",PBS LearningMedia,English  2014-02-06
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_nf_divofrac_division_of_fractions_using_fraction_strips?e=14|*|||,Division of Fractions: Using Fraction Strips,"Model division by a fraction using fraction strips. This video focuses on modeling division of a whole number by fractions. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional producers and is part of the Math at the Core: Middle School collection.",PBS LearningMedia,English  2014-07-25
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_nf_lindadiv_division_of_fractions_connection_between_fractions_and_division?e=15|*|||,Division of Fractions: Connection Between Fractions and Division,"Use real-life measurement problems involving cups of sugar to learn about fractions. This video focuses on the connections between numerical and visual representations of the division of fractions. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional ...Show More ",PBS LearningMedia,English  2014-07-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_nf_multfrac_product_of_a_whole_number_and_a_fraction?e=16|*|||,Product of a Whole Number and a Fraction,"Explore multiplication by modeling problems and grouping with manipulatives. This video focuses on multiplying whole numbers by unit fractions and modeling the problems with unit blocks. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional ...Show More ",PBS LearningMedia,English  2014-02-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ns_addsubint_addition_of_positive_and_negative_integers?e=17|*|||,Addition of Positive and Negative Integers,"Introducing a card game that your students can play in small groups to develop their addition skills. This video focuses on addition of positive and negative numbers and briefly touches on subtraction of integers. This video was submitted through the Innovation Math Challenge, a contest open to professional ...Show More ",PBS LearningMedia,English  2014-02-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ns_distprop_distributive_property_with_variables?e=18|*|||,Distributive Property with Variables,"Model with algebra tiles to generate equivalent expressions. This video focuses on visualizing the distributive property. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional producers and is part of the Math at the Core: Middle School collection.",PBS LearningMedia,English  2014-03-13
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ns_foodmiles_food_miles_absolute_values_to_the_rescue?e=19|*|||,Food Miles: Absolute Values to the Rescue,"Explore the concept of absolute value in terms of distances traveled. This video focuses on a real world application of absolute value and visualizes the problem by graphing points on coordinate plane. This video was submitted through the Innovation Math Challenge, a contest open to professional and ...Show More ",PBS LearningMedia,English  2014-09-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ns_keepchange_keep_change_flip?e=0|*|||,"Keep, Change, Flip","Watch and listen to an approach to dividing fractions set to hip-hop music. This video focuses on showing why when dividing fractions you should multiply by the inverse of the second fraction. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional ...Show More ",PBS LearningMedia,English  2014-03-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ns_mangraph_manipulating_graphs?e=1|*|||,Manipulating Graphs,Watch how a graph is altered when key elements of the equation change. This lesson focuses on how to manipulate the equation of a line in slope intercept form to match the graphs provided deepening the understanding of both the slope and y intercept's role in the expression. This video was submitted ...Show More ,PBS LearningMedia,English  2014-05-29
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_ns_twodiv_two_kinds_of_division?e=2|*|||,Two Kinds of Division,"Learn about the two different types of division problems. This video focuses on partitive and quotative models of division and when they're each useful. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional producers and is part of the Math ...Show More ",PBS LearningMedia,English  2014-07-29
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_oa_gauss_gauss_arithmetic_sequence_strategy?e=3|*|||,Gauss-Arithmetic Sequence Strategy,Learn how mathematician Karl Friedrich Gauss figured out how to sum up any arithmetic sequence without having to add up each and every term. This video focuses on using your critical thinking to follow along as Gauss determines his formula for adding series of numbers and gives you the formula so you ...Show More ,PBS LearningMedia,English  2014-09-24
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_oa_ooo_order_of_operations?e=4|*|||,Order of Operations,"Discover the importance of order of operations when solving an expression. This video focuses on implementing PEMDAS and demonstrates the reason we need order of operation by solving a single expression in three different, two incorrect, ways. This video was submitted through the Innovation Math Challenge, ...Show More ",PBS LearningMedia,English  2014-03-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_oa_pemdas_order_of_operations_pemdas?e=5|*|||,Order of Operations: Flocabulary’s PEMDAS Lesson,"Watch and listen to a recitation of the order of operations set to hip-hop music. This video focuses on PEMDAS as the acronym for order of operations and demonstrates the concept by walking through a problem in the correct order. This video was submitted through the Innovation Math Challenge, a contest ...Show More ",PBS LearningMedia,English  2014-04-01
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_rp_artmath_the_art_of_math?e=6|*|||,The Art of Math,"Investigate a situation where math plays an important role in art. This video focuses on the equation to calculate the correct weights and distances of the components necessary to balance a mobile. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional ...Show More ",PBS LearningMedia,English  2014-03-31
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_rp_dball_atlantean_dodgeball?e=7|*|||,Atlantean Dodgeball,"Watch a dodge ball game and figure out what method is best to track the winning team. This animated video from Math Snacks focuses on using what you know about differences and ratios to decide which is a better measure of who is winning the game, taking math out of the classroom and into the sporting ...Show More ",PBS LearningMedia,Spanish | English  2014-09-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_rp_finance_relative_reasoning_in_finance?e=8|*|||,Relative Reasoning in Finance,"Learn how investment advisors analyze and compare the environmental impact and financial health of companies. This video focuses on the importance of ratios when working with financial data and discusses the idea of relative reasoning, taking math out of the classroom and into real world problem solving.",PBS LearningMedia,English  2013-11-12
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_rp_humantree6_human_tree_ratios?e=9|*|||,Human Tree: Ratios,Watch as the National Museum of Mathematics creates an interesting series of images using ratios. This video focuses on the proportional relationship observed in fractals and challenges you to do some critical thinking using ratios and scale factors. This video was submitted through the Innovation Math ...Show More ,PBS LearningMedia,English  2014-07-16
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_rp_humantree8_human_tree_dilations?e=10|*|||,Human Tree: Dilations,"Watch as the National Museum of Mathematics uses an image of a visitor to create a ""Human Tree"" using dilations. This video focuses on how similar figures can create dilations and how exponents can be used in an equation to express the proportional relationship in fractals. This video was submitted through ...Show More ",PBS LearningMedia,English  2014-07-15
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_sp_fishsample_random_sampling_how_many_fish?e=11|*|||,Random Sampling: How Many Fish?,"Experiment with random sampling methodology using goldfish crackers. This video focuses on making inferences based on a set of data, finding averages, and using a ratio table to demonstrate statistical procedures used by scientists when estimating populations in the real world. This video was submitted ...Show More ",PBS LearningMedia,English  2014-02-10
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_sp_future_probability_tell_the_future?e=12|*|||,Probability: Tell the Future,"Watch and listen to an explanation of different ways to express probability set to hip-hop music. This video focuses on the basics of odds and probability and expressing probabilities as decimals, percents, and fractions. This video was submitted through the Innovation Math Challenge, a contest open ...Show More ",PBS LearningMedia,English  2014-03-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_sp_healthstudy_designing_experiments_physicians_health_study?e=13|*|||,Designing Experiments: Physicians Health Study,"Explore the realities of medical testing while learning about the Physician's Health Study conducted by epidemiologists at Brigham and Women's Hospital. This video focuses on how a randomized, double-blind clinical trial is designed in an effort to limit bias and how statistics can be used to try to ...Show More ",PBS LearningMedia,English  2013-12-17
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_sp_hunger_the_hunger_games?e=14|*|||,The Hunger Games,"Connect probability to popular literature in this activity. This lesson focuses on teaching about statistics using the lottery system featured in The Hunger Games so each student will have a personal connection to the experiment. This video was submitted through the Innovation Math Challenge, a contest ...Show More ",PBS LearningMedia,English  2014-06-02
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_sp_median_the_median_salarycom?e=15|*|||,The Median: Salary.com,"Explore a way to visualize the spread of salary data for various jobs across regions of the U.S. This video focuses on what the median is, what quartiles are, how salary.com breaks data down into quartiles, and the relationship between quartiles and percentiles, taking math out of the classroom and into ...Show More ",PBS LearningMedia,English  2013-12-24
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_sp_menu_menu_toss_up_choice_and_data_sets?e=16|*|||,Menu Toss-Up: Choice and Data Sets,"Investigate how you may be using math without realizing it when you choose food at a restaurant. This video focuses on the statistics involved when a restaurant offers combinations on their menus. This video was submitted through the Innovation Math Challenge, a contest open to professional and nonprofessional ...Show More ",PBS LearningMedia,English  2014-06-02
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_sp_newbalance_describing_distributions_new_balance?e=17|*|||,Describing Distributions: New Balance,"Investigate how compiling sales data helps New Balance determine its production plans. This video focuses on how a graphical representation of data can help predict what quantity of each shoe and size to produce in order to meet consumer demand and maximize sales, taking math out of the classroom and ...Show More ",PBS LearningMedia,English  2013-12-23
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_sp_probabilitydi_probability_with_dice?e=18|*|||,Probability with Dice,"Explore basic probability by visualizing all possible outcomes in the sample space. This video focuses on charting the sample space for rolling two dice and then calculating the probability of rolling an 8 using the charted sample space. This video was submitted through the Innovation Math Challenge, ...Show More ",PBS LearningMedia,English  2014-02-07
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mgbh_math_sp_weatherfore_data_organization_and_representation_weather_forecasting?e=19|*|||,Data Organization and Representation: Weather Forecasting,"Explore how meteorologist Kim Martucci prepares her forecasts. This video focuses the wide variety of data that needs to be organized and represented when predicting the weather, taking math out of the classroom and into the real world. This resource is part of the Math at the Core: Middle School Collection.",PBS LearningMedia,English  2014-05-28
http://ndl.iitkgp.ac.in/se_document/pbs_learningmedia/pbslearningmedia/resource_mister_c_math_and_science_3ms_3ms?e=0|*|||,"3M's: Mean, Median, and Mode | Mr. C: Math and Science","Learn about Mean, Median and Mode with this fun and upbeat song that will get you singing and dancing about data!",PBS LearningMedia,English  2017-06-21
